timestamp,temperature_c,irradiance_wm2,humidity_percent,cloud_cover_percent,solar_generation_kw
2024-01-01 00:00:00,32.483570765056164,259.2172702067239,88.80373892323706,50.91525383027069,0.7729068186315914
2024-01-01 01:00:00,29.308678494144075,545.0513363967199,87.06822278650719,27.46143348156331,1.8808475252169652
2024-01-01 02:00:00,33.23844269050346,625.8721266857784,83.96155198057045,95.27596970216541,1.3108770311522326
2024-01-01 03:00:00,37.61514928204013,440.18618295398903,39.50243383794838,76.50623977114992,1.0872049386754532
2024-01-01 04:00:00,28.829233126383322,635.8587639964699,84.8685063605403,98.5686073873647,1.289920798742219
2024-01-01 05:00:00,28.8293152152541,357.9726786325236,82.70669477706477,36.44698984122038,1.1709501828990136
2024-01-01 06:00:00,37.896064077536955,77.06128018525294,52.61699466998337,64.92196335416386,0.20818572857677287
2024-01-01 07:00:00,33.837173645764544,415.2197855334808,53.67135567217572,61.158867786372674,1.1529917028193597
2024-01-01 08:00:00,27.65262807032524,512.6464293026203,57.59453531730965,68.75567410688029,1.3456387007067447
2024-01-01 09:00:00,32.712800217929825,444.8320080207087,69.37053785798503,3.8316566041330824,1.7452391620575884
2024-01-01 10:00:00,27.682911535937688,268.2793472681029,45.650136958980944,29.17193238773741,0.9165928494817832
2024-01-01 11:00:00,27.671351232148716,136.8702048242365,31.376905766396682,90.93375737908073,0.29855837933870194
2024-01-01 12:00:00,31.20981135783017,397.1822391264204,38.47377147583454,42.382005487222685,1.252061359744015
2024-01-01 13:00:00,20.43359877671101,679.5311543299488,56.40695445460642,96.06436790815472,1.41255000102769
2024-01-01 14:00:00,21.375410837434835,751.2394878827365,46.920154165572114,21.350317264497576,2.684173923372644
2024-01-01 15:00:00,27.188562353795135,737.542676827691,75.8709936621679,99.74239734810894,1.4788852126440548
2024-01-01 16:00:00,24.93584439832788,336.8180929702894,36.40140423295628,69.75809089595323,0.8773566289846961
2024-01-01 17:00:00,31.571236662976368,269.2587352739272,85.04791353328824,77.63934240664878,0.6589335182174361
2024-01-01 18:00:00,25.459879622393945,599.3269229959791,83.71963079663468,39.68611722025358,1.9216085215984702
