timestamp,temperature_c,humidity_percent,hour,day_of_week,energy_consumption_kw
2024-01-01 00:00:00,28.57912875126405,55.79859860553202,0,0,192.58849010841803
2024-01-01 01:00:00,21.744866388496995,49.26491237717281,1,0,200.00583034308778
2024-01-01 02:00:00,39.76032631347949,51.956111201410785,2,0,280.9195833845829
2024-01-01 03:00:00,29.868995542951374,75.91664579517084,3,0,239.2571126424403
2024-01-01 04:00:00,31.10097907621586,88.7241882086185,4,0,256.0844404789821
2024-01-01 05:00:00,42.46886435636688,61.172583021450066,5,0,328.3134440487299
2024-01-01 06:00:00,25.900288420694487,46.704471647600755,6,0,255.95984401514454
2024-01-01 07:00:00,33.93291194828463,40.704346590818716,7,0,272.5150876501201
2024-01-01 08:00:00,25.2462078985801,62.3248110284312,8,0,239.26930767051118
2024-01-01 09:00:00,31.92612697527263,52.791182315252485,9,0,259.86431620206247
2024-01-01 10:00:00,31.209034477508148,57.74055618548623,10,0,250.4761862647461
2024-01-01 11:00:00,34.7436065828419,53.291843097818756,11,0,220.61415688194597
2024-01-01 12:00:00,37.249012306142,76.52811976411189,12,0,214.40768133552643
2024-01-01 13:00:00,26.52287345280197,75.1182865464636,13,0,181.64719637185826
2024-01-01 14:00:00,38.50004904434351,90.17674884809475,14,0,213.96171316456392
2024-01-01 15:00:00,38.92488563136787,78.48597031645704,15,0,207.175010478363
2024-01-01 16:00:00,28.500087691838942,49.07177593271603,16,0,150.16440734958098
2024-01-01 17:00:00,29.960504511581224,81.33769361194253,17,0,164.53738568313454
2024-01-01 18:00:00,27.033899280303366,49.96973244038416,18,0,155.38330885188648
2024-01-01 19:00:00,28.167352716938172,70.7230487269068,19,0,152.70729273633222
2024-01-01 20:00:00,22.779146068499593,44.23930152169661,20,0,144.69126447238898
2024-01-01 21:00:00,34.66521463397514,42.60287813322068,21,0,186.37529634024793
2024-01-01 22:00:00,17.69823664485137,65.53264959433079,22,0,157.737712998773
2024-01-01 23:00:00,25.817430895423882,45.774095879337686,23,0,189.58003567225367
2024-01-02 00:00:00,29.723027693582594,56.86666326851447,0,1,202.74624638949538
2024-01-02 01:00:00,37.798783982567635,58.635835807234585,1,1,260.8877716930772
2024-01-02 02:00:00,26.72853258418856,82.3184805475924,2,1,216.51267145413564
2024-01-02 03:00:00,32.56711002661547,58.29740578488331,3,1,240.92758239518957
2024-01-02 04:00:00,29.514095313298615,67.18651017070076,4,1,254.3920490138354
2024-01-02 05:00:00,35.670713402834004,82.4922261500275,5,1,277.8062352294928
2024-01-02 06:00:00,32.25351449374423,51.26940687674351,6,1,272.48841370281804
2024-01-02 07:00:00,34.98125632823833,84.26935657308822,7,1,266.4268502082022
2024-01-02 08:00:00,26.69619050907246,85.74871383290815,8,1,257.3206463696033
2024-01-02 09:00:00,23.915850635049985,94.38657373430513,9,1,249.25026943328763
2024-01-02 10:00:00,32.20276991432018,64.42262233753684,10,1,246.39182592177266
2024-01-02 11:00:00,27.073631885764435,60.385713076323995,11,1,222.32195201928414
2024-01-02 12:00:00,30.18194323109983,78.6102898816366,12,1,194.3944196308144
2024-01-02 13:00:00,31.90364964158454,43.19831144989307,13,1,203.42109718615316
2024-01-02 14:00:00,37.45144518392835,42.186333134142046,14,1,205.39437060280528
2024-01-02 15:00:00,34.719423860339994,58.424497490613874,15,1,185.22188559772906
2024-01-02 16:00:00,25.91394196335618,80.12332984971316,16,1,152.8655475362234
2024-01-02 17:00:00,23.129866573454656,46.4049944022957,17,1,140.51615735014474
2024-01-02 18:00:00,40.24428662852669,74.95507665168397,18,1,181.18353023598934
2024-01-02 19:00:00,20.50404196815393,54.822789591480344,19,1,133.3431549488981
2024-01-02 20:00:00,27.284982913853696,75.84210699770252,20,1,153.13686422529327
2024-01-02 21:00:00,33.8714689219327,65.13368681391289,21,1,199.14240123291242
2024-01-02 22:00:00,39.832567481700195,46.33334214120856,22,1,222.80099943594306
2024-01-02 23:00:00,28.86203084925483,53.600554811963505,23,1,201.96214042561076
2024-01-03 00:00:00,30.16405796562536,52.08425646411915,0,2,225.26003776279458
2024-01-03 01:00:00,24.749835470415448,49.05215259899335,1,2,203.92766737922642
2024-01-03 02:00:00,30.759696672811227,65.75899966226274,2,2,244.9769802575457
2024-01-03 03:00:00,23.099076124194724,92.50660466243477,3,2,240.35476528458767
2024-01-03 04:00:00,25.49829028068808,76.1948840160043,4,2,235.834530473045
2024-01-03 05:00:00,34.583343324830885,85.98011173239594,5,2,256.75460874146677
2024-01-03 06:00:00,27.398539098828444,93.95941039673104,6,2,250.28869160431145
2024-01-03 07:00:00,35.503493532318416,69.73424647564623,7,2,289.37198017709414
2024-01-03 08:00:00,29.078957240105336,53.09385416275063,8,2,246.00744481379238
2024-01-03 09:00:00,21.786959442775114,91.02960538739725,9,2,221.0652253562335
2024-01-03 10:00:00,37.01019165426781,78.4441193989467,10,2,253.23362425000042
2024-01-03 11:00:00,22.10804348968867,92.74176933008593,11,2,202.36154646525836
2024-01-03 12:00:00,26.38927494683631,75.8067578910538,12,2,193.68280191269693
2024-01-03 13:00:00,28.80180550837114,82.63297555160995,13,2,183.63322171382734
2024-01-03 14:00:00,36.034971723955245,88.98499071283831,14,2,203.69644612986258
2024-01-03 15:00:00,26.84109106385854,81.75871213360449,15,2,167.46384626146835
2024-01-03 16:00:00,24.4396970251795,70.94551746069972,16,2,166.18263443052396
2024-01-03 17:00:00,30.976038429362376,65.95565127438098,17,2,170.29444572259683
2024-01-03 18:00:00,28.716205660640284,85.2857534202065,18,2,149.43146608889404
2024-01-03 19:00:00,27.195656405765032,82.45921970513785,19,2,150.97385871091655
2024-01-03 20:00:00,31.298912138927072,60.153695316205905,20,2,182.73039424823185
2024-01-03 21:00:00,22.778422707641205,67.40825820381846,21,2,153.741766113347
2024-01-03 22:00:00,19.668956754205915,74.92449157371308,22,2,148.07580133826755
2024-01-03 23:00:00,42.83238064360954,41.56036204786811,23,2,241.37947985695615
2024-01-04 00:00:00,30.625116560169463,53.61627849624055,0,3,208.97646795075332
2024-01-04 01:00:00,31.045085291773617,53.76179172892458,1,3,235.85765638581927
2024-01-04 02:00:00,25.308063715937536,88.57773577147218,2,3,229.55385258210296
2024-01-04 03:00:00,35.38619306096407,58.231826442296025,3,3,255.0401158270171
2024-01-04 04:00:00,26.799088439124922,69.98288632888524,4,3,266.54822106217176
2024-01-04 05:00:00,13.283113873316793,85.73725568523255,5,3,211.91614448847557
2024-01-04 06:00:00,26.59779995694821,54.283159689883476,6,3,228.15564790545832
2024-01-04 07:00:00,28.3115215324533,46.80663926067753,7,3,262.0364034862965
2024-01-04 08:00:00,28.979498373992925,92.1597893579646,8,3,229.25703879501717
2024-01-04 09:00:00,28.805930023532508,78.75756148187895,9,3,257.171429328005
2024-01-04 10:00:00,26.13051229814234,49.73795711240777,10,3,228.96216113364423
2024-01-04 11:00:00,25.550873641779795,85.08413547069628,11,3,213.13175394624778
2024-01-04 12:00:00,28.212127999247816,83.29196373345718,12,3,208.78988638282297
2024-01-04 13:00:00,20.12714347778451,86.06476036115171,13,3,177.45792163276377
2024-01-04 14:00:00,18.254422237136747,55.191691715982614,14,3,149.11171526574253
2024-01-04 15:00:00,30.58833293951783,64.6718820363934,15,3,180.4607442279668
2024-01-04 16:00:00,30.688409245589945,78.15205587754625,16,3,174.09768923674457
2024-01-04 17:00:00,35.27640348032398,61.48671658261728,17,3,152.87336154507716
2024-01-04 18:00:00,28.466608137775367,43.84846947189462,18,3,165.49285499213474
2024-01-04 19:00:00,22.838236721354825,47.504736469748984,19,3,151.9994451092888
2024-01-04 20:00:00,18.3621191088122,72.84124278035867,20,3,140.45939317154253
2024-01-04 21:00:00,24.658823544258805,60.6342509779242,21,3,166.58830227769147
2024-01-04 22:00:00,32.53511846434512,40.295907249533926,22,3,212.71987711405365
2024-01-04 23:00:00,38.64869342045353,82.1769989836854,23,3,226.7145890065165
2024-01-05 00:00:00,30.324512476629085,62.918705853733854,0,4,215.02722422786482
2024-01-05 01:00:00,22.71846065798333,57.257310699526286,1,4,198.724835294715
2024-01-05 02:00:00,24.72047638496958,79.24355484781046,2,4,204.174049956175
2024-01-05 03:00:00,24.907764455614092,65.03098504425219,3,4,238.80801390644055
2024-01-05 04:00:00,27.564068390611137,78.2157110165703,4,4,244.7015826650036
2024-01-05 05:00:00,36.72537254996922,40.72589453096724,5,4,263.3758852799375
2024-01-05 06:00:00,37.193456700940686,40.51810627466534,6,4,284.9784887116849
2024-01-05 07:00:00,28.966464631350682,70.7946061725708,7,4,258.31428237307233
2024-01-05 08:00:00,31.098420660681583,94.02166188256791,8,4,258.44485544352136
2024-01-05 09:00:00,25.214652642759205,54.97964808550826,9,4,236.50598581841652
2024-01-05 10:00:00,19.74054933387776,77.55914564416713,10,4,192.7619819355953
2024-01-05 11:00:00,40.730030120776476,49.47416485964753,11,4,269.20253579411224
2024-01-05 12:00:00,16.065077696438763,57.13517474684586,12,4,176.6805539593158
2024-01-05 13:00:00,18.984958094012683,44.29411897613644,13,4,180.59162808785484
2024-01-05 14:00:00,40.778435130957874,88.44362379762646,14,4,215.93928688203286
2024-01-05 15:00:00,30.09969242802268,57.07405708542397,15,4,183.39561087547904
2024-01-05 16:00:00,23.24451055747174,52.675654607164454,16,4,131.8957554432666
2024-01-05 17:00:00,34.096221786535864,80.18322981419453,17,4,169.80822295065545
2024-01-05 18:00:00,34.63831983627587,50.9692085585771,18,4,164.3435012477412
2024-01-05 19:00:00,22.003886129113532,53.215144827411066,19,4,144.46415466094766
2024-01-05 20:00:00,26.802927741182554,45.6988939513393,20,4,150.21315673715816
2024-01-05 21:00:00,35.25747518223432,92.95795500571822,21,4,190.19350917765544
2024-01-05 22:00:00,25.098565521777054,53.620076223692344,22,4,174.40613552586677
2024-01-05 23:00:00,31.692982431682996,94.76148165413105,23,4,202.2135085728981
2024-01-06 00:00:00,38.54887311819764,49.68821925326634,0,5,226.63506842721782
2024-01-06 01:00:00,15.64509101075329,41.135851748799354,1,5,200.487298243137
2024-01-06 02:00:00,27.952510084027427,89.2631487394356,2,5,234.1614776099429
2024-01-06 03:00:00,31.569815991404933,71.90094885120635,3,5,270.76579346106183
2024-01-06 04:00:00,19.24770368433955,59.32754999912708,4,5,214.87633998139825
2024-01-06 05:00:00,26.82233165848519,68.23368143513781,5,5,249.15632246864283
2024-01-06 06:00:00,36.26699186485088,54.339982519908574,6,5,283.82178834361116
2024-01-06 07:00:00,25.774109107536663,74.91173676548934,7,5,265.0935277916628
2024-01-06 08:00:00,21.094041384685447,73.90577070884115,8,5,247.21372396526215
2024-01-06 09:00:00,36.784990938973564,44.410575897182916,9,5,265.5196363100368
2024-01-06 10:00:00,32.66701016118259,90.08784553305922,10,5,239.85544701705496
2024-01-06 11:00:00,29.586862250972274,65.32889382238096,11,5,225.79789102953083
2024-01-06 12:00:00,29.409649037351866,50.73347726452231,12,5,224.38296699762557
2024-01-06 13:00:00,36.16969482662965,56.90611226898086,13,5,221.07687223266709
2024-01-06 14:00:00,31.767169950055376,87.64219651606835,14,5,197.63446857628256
2024-01-06 15:00:00,33.873672877611256,61.07518445901556,15,5,202.32695828159012
2024-01-06 16:00:00,25.844601631157488,70.90786441575956,16,5,168.68072669074792
2024-01-06 17:00:00,18.49586994715953,92.12293541856232,17,5,142.02607605358727
2024-01-06 18:00:00,33.73148220125073,75.84440406700816,18,5,182.41486929123525
2024-01-06 19:00:00,36.60556752999709,77.16442091590811,19,5,200.04137787691377
2024-01-06 20:00:00,28.652628193965096,53.671286043914144,20,5,155.50612418211225
2024-01-06 21:00:00,35.32653950276108,76.75623517653915,21,5,218.1169061122083
2024-01-06 22:00:00,27.988723240938494,61.65915093058757,22,5,194.56976138014346
2024-01-06 23:00:00,29.455805032089167,90.10733665298207,23,5,198.82337934903697
2024-01-07 00:00:00,40.514572730323636,47.12463663508174,0,6,257.6408655835898
2024-01-07 01:00:00,28.250879677761414,55.71021923149954,1,6,219.219127245881
2024-01-07 02:00:00,27.896583644679634,43.63004007532165,2,6,238.43800621025937
2024-01-07 03:00:00,18.780122860756116,60.94971170435005,3,6,222.61545636023982
2024-01-07 04:00:00,34.140438959885955,48.1604966386026,4,6,279.34410345075963
2024-01-07 05:00:00,25.740951807274158,86.4829064954326,5,6,245.9224003011546
2024-01-07 06:00:00,30.883350066076154,90.87737610940505,6,6,276.48388453731957
2024-01-07 07:00:00,28.10976547540369,76.81841046425936,7,6,253.20656930068807
2024-01-07 08:00:00,27.325243707048344,45.68340299922116,8,6,257.58673939290236
2024-01-07 09:00:00,29.29362306083014,58.78969848923312,9,6,248.05741931871003
2024-01-07 10:00:00,29.754885962643552,93.04705407913664,10,6,221.02506003833963
2024-01-07 11:00:00,37.05647435781135,47.49656731777252,11,6,241.74278146079396
2024-01-07 12:00:00,39.12127114015547,70.60691604425381,12,6,250.84503940858673
2024-01-07 13:00:00,33.904290614649526,59.41112117975594,13,6,210.73541522019732
2024-01-07 14:00:00,37.62933548082514,94.9539436684074,14,6,225.02348490055073
2024-01-07 15:00:00,35.12488482448029,55.69639855529966,15,6,182.886388634225
2024-01-07 16:00:00,32.96768461161492,42.62747459058939,16,6,187.56316042973097
2024-01-07 17:00:00,38.73085761176067,78.62005481535671,17,6,192.4209585704364
2024-01-07 18:00:00,22.14915221444806,57.970663163426046,18,6,138.97960440958542
2024-01-07 19:00:00,25.89322679250458,76.16697886750426,19,6,142.600332359117
2024-01-07 20:00:00,25.07459083886344,45.755859274798304,20,6,159.0227057681554
2024-01-07 21:00:00,28.19167250016325,68.76847605116382,21,6,164.13070993925444
2024-01-07 22:00:00,34.115402148505765,60.637735162145624,22,6,195.98559742003025
2024-01-07 23:00:00,23.309379286879512,69.52219236882468,23,6,180.5805068214017
2024-01-08 00:00:00,33.01679518086664,86.94098188676251,0,0,220.39313279882856
2024-01-08 01:00:00,26.477634489574573,93.50110083787015,1,0,227.65175390550706
2024-01-08 02:00:00,27.917615680878342,81.42226820149017,2,0,207.85131455094987
2024-01-08 03:00:00,31.202493980603137,82.17720733712189,3,0,252.17906578537563
2024-01-08 04:00:00,40.087488834369,69.09148493566659,4,0,284.93595064495196
2024-01-08 05:00:00,25.725917686475235,45.35699691220519,5,0,250.38893418290814
2024-01-08 06:00:00,29.519439639039387,76.68827504769503,6,0,258.1155712077112
2024-01-08 07:00:00,23.530648646417667,48.127892948035964,7,0,254.12704860347804
2024-01-08 08:00:00,25.66831370193167,53.51135811183017,8,0,242.72908297841076
2024-01-08 09:00:00,23.47595139045315,78.91703821886054,9,0,232.11265591524202
2024-01-08 10:00:00,31.46871052779943,76.13459267649533,10,0,253.32868969845921
2024-01-08 11:00:00,32.55185261693267,57.287926787437954,11,0,236.11653548446412
2024-01-08 12:00:00,34.12229608034296,82.46243297854642,12,0,214.6747929853039
2024-01-08 13:00:00,25.478101734561953,91.66236814432403,13,0,184.2275096407117
2024-01-08 14:00:00,33.047658471270154,69.98927916294201,14,0,197.90180430529608
2024-01-08 15:00:00,30.678600469488106,77.27276624593995,15,0,165.21484051413645
2024-01-08 16:00:00,29.653485016492034,54.94787714586475,16,0,163.54109203965425
2024-01-08 17:00:00,22.55146303495374,93.39438745534818,17,0,143.67543058563734
2024-01-08 18:00:00,30.91952099590869,55.05377014821839,18,0,187.88060238509192
2024-01-08 19:00:00,31.10973971946699,88.80749633368501,19,0,173.74394744724108
2024-01-08 20:00:00,30.610370667253402,91.03280114892956,20,0,175.10723254338217
2024-01-08 21:00:00,32.40030454366325,79.57957270321648,21,0,203.7518542617251
2024-01-08 22:00:00,34.16757395441658,84.63730852464104,22,0,208.38120277254293
2024-01-08 23:00:00,23.411860146253684,65.18212442845882,23,0,189.58357754748792
2024-01-09 00:00:00,28.69982348142989,90.57507341975297,0,1,207.0305126209778
2024-01-09 01:00:00,33.09460560938546,80.84554347715272,1,1,224.57002415478954
2024-01-09 02:00:00,28.389631074749985,57.97091953438943,2,1,237.78536872922547
2024-01-09 03:00:00,35.756541342371065,41.92198422104922,3,1,285.84695379932555
2024-01-09 04:00:00,30.541070980155393,69.74307744962846,4,1,275.054803507396
2024-01-09 05:00:00,18.270464153258693,86.2357678607619,5,1,234.68609176469948
2024-01-09 06:00:00,35.03657351518616,87.33674653797658,6,1,273.2436753653086
2024-01-09 07:00:00,29.29738063886802,85.93152990159457,7,1,245.682093086155
2024-01-09 08:00:00,19.38173500124828,51.81105669816152,8,1,218.22400237045903
2024-01-09 09:00:00,28.486260838279215,63.43816637799437,9,1,247.99123756929933
2024-01-09 10:00:00,22.38981372831232,73.76042203498099,10,1,212.45932943852407
2024-01-09 11:00:00,34.51878771356492,76.71560706374183,11,1,251.5178722415046
2024-01-09 12:00:00,29.784954119123007,58.40208818944021,12,1,199.46298162391824
2024-01-09 13:00:00,24.457527811189404,78.09532780627535,13,1,184.14404553769185
2024-01-09 14:00:00,34.86508834177716,72.49933541071871,14,1,196.92837949302532
2024-01-09 15:00:00,32.75115399597749,71.17265660883834,15,1,197.8109985330509
2024-01-09 16:00:00,28.58541157784785,76.46636530544023,16,1,172.88107427122722
2024-01-09 17:00:00,22.526415362781837,73.18523608763962,17,1,135.9728991703258
2024-01-09 18:00:00,24.94515723878044,49.17810490622641,18,1,158.37756892856575
2024-01-09 19:00:00,24.855252541763768,88.0928980050904,19,1,135.04183179098314
2024-01-09 20:00:00,34.47898321958633,53.23133644098842,20,1,167.2707298359478
2024-01-09 21:00:00,19.91461628613464,80.94688296778169,21,1,140.53680818108532
2024-01-09 22:00:00,29.716591100621503,49.705117012715014,22,1,169.32076284877425
2024-01-09 23:00:00,28.498293655367483,76.35315270736749,23,1,196.42829471227145
2024-01-10 00:00:00,36.2132341066525,89.2626067339536,0,2,232.83182180931277
2024-01-10 01:00:00,31.39641934605192,40.53407834538432,1,2,228.0751733789094
2024-01-10 02:00:00,33.21126171086201,93.88227165971591,2,2,255.02294206834654
2024-01-10 03:00:00,26.847839977619888,41.632172666294764,3,2,233.664941798373
2024-01-10 04:00:00,22.61401087496843,40.62521914920598,4,2,223.16694283397834
2024-01-10 05:00:00,28.047144144741047,87.1658054085514,5,2,249.46540610963982
2024-01-10 06:00:00,34.66297431555859,78.9787201707238,6,2,266.7851628539686
2024-01-10 07:00:00,34.64934378691061,45.81958618606071,7,2,271.1267590872084
2024-01-10 08:00:00,27.41647457330582,91.55781986277668,8,2,256.51086721358456
2024-01-10 09:00:00,24.83553717210865,76.9562732639564,9,2,217.29776827103362
2024-01-10 10:00:00,23.65992525055688,46.10739489459508,10,2,217.58288562699997
2024-01-10 11:00:00,29.180240383640633,87.33044777584512,11,2,235.0578557129875
2024-01-10 12:00:00,30.819307030315997,66.44976687428901,12,2,228.17502579607577
2024-01-10 13:00:00,38.83914907785455,55.29735295367867,13,2,221.75623816473933
2024-01-10 14:00:00,30.73998454571325,85.37725776279729,14,2,214.3521925113328
2024-01-10 15:00:00,33.68259596284283,80.61455495299823,15,2,180.17636264554926
2024-01-10 16:00:00,25.317192072574688,74.26740911792345,16,2,155.36560456948013
2024-01-10 17:00:00,30.250206029574745,89.41822336730198,17,2,155.75144971352904
2024-01-10 18:00:00,30.840470733221196,87.3703895537493,18,2,171.85227110131788
2024-01-10 19:00:00,29.156816832933732,52.47354121446898,19,2,192.18636643525167
2024-01-10 20:00:00,29.869087218780443,88.32773849097758,20,2,189.74340176878562
2024-01-10 21:00:00,30.757310805720635,60.572191176553815,21,2,190.38053103316605
2024-01-10 22:00:00,32.886220878565894,63.747588469068944,22,2,192.58375828679746
2024-01-10 23:00:00,37.01470826048257,93.4782812920713,23,2,221.423842739158
2024-01-11 00:00:00,16.40671325016174,81.79308807002008,0,3,185.38060361249663
2024-01-11 01:00:00,36.682425084832126,57.6817274899389,1,3,255.48329020203278
2024-01-11 02:00:00,19.735151302092138,75.63592393165955,2,3,210.03462780378837
